Class Name,Instance Side Definition,Class Side Definition
GTSpotterResultsBrick,"GLMStackedScrollPaneBrick subclass: #GTSpotterResultsBrick 	instanceVariableNames: 'stepModel categories' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-UI'","GTSpotterResultsBrick class 	instanceVariableNames: ''"
GTSpotterRevealHints,"Announcement subclass: #GTSpotterRevealHints 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterRevealHints class 	instanceVariableNames: ''"
GTSpotterScrollPageDown,"Announcement subclass: #GTSpotterScrollPageDown 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterScrollPageDown class 	instanceVariableNames: ''"
GTSpotterScrollPageUp,"Announcement subclass: #GTSpotterScrollPageUp 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterScrollPageUp class 	instanceVariableNames: ''"
GTSpotterSearchFinished,"Announcement subclass: #GTSpotterSearchFinished 	instanceVariableNames: 'processors query' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterSearchFinished class 	instanceVariableNames: ''"
GTSpotterSelectedCandidateChanged,"Announcement subclass: #GTSpotterSelectedCandidateChanged 	instanceVariableNames: 'eventType selected' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterSelectedCandidateChanged class 	instanceVariableNames: ''"
GTSpotterSettingsProcessorFilter,"GTSpotterProcessorFilter subclass: #GTSpotterSettingsProcessorFilter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Model'","GTSpotterSettingsProcessorFilter class 	instanceVariableNames: ''"
GTSpotterShowPreview,"Announcement subclass: #GTSpotterShowPreview 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterShowPreview class 	instanceVariableNames: ''"
GTSpotterSmokeTest,"TestCase subclass: #GTSpotterSmokeTest 	instanceVariableNames: 'window' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter'","GTSpotterSmokeTest class 	instanceVariableNames: ''"
GTSpotterStackedLayout,"GLMVerticalLinearLayout subclass: #GTSpotterStackedLayout 	instanceVariableNames: 'allowedBounds' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-UI'","GTSpotterStackedLayout class 	instanceVariableNames: ''"
GTSpotterStep,"Object subclass: #GTSpotterStep 	instanceVariableNames: 'announcer processors origin context selected stream candidates asyncTask spotter lastSearchContext event' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Model'","GTSpotterStep class 	instanceVariableNames: ''"
GTSpotterStepAdded,"Announcement subclass: #GTSpotterStepAdded 	instanceVariableNames: 'stepModel' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterStepAdded class 	instanceVariableNames: ''"
GTSpotterStepBreadcrumbItem,"GLMInteractableBrick subclass: #GTSpotterStepBreadcrumbItem 	instanceVariableNames: 'labelBrick triangleBrick stepModel isTriangleVisible' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-UI'","GTSpotterStepBreadcrumbItem class 	instanceVariableNames: ''"
GTSpotterStepFilteringTest,"GTSpotterStepTest subclass: #GTSpotterStepFilteringTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Scripting'","GTSpotterStepFilteringTest class 	instanceVariableNames: ''"
GTSpotterStepPopped,"Announcement subclass: #GTSpotterStepPopped 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterStepPopped class 	instanceVariableNames: ''"
GTSpotterStepTest,"TestCase subclass: #GTSpotterStepTest 	instanceVariableNames: 'spotter currentStep previousStep currentProcessor currentCandidate currentContext previousContext' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Scripting'","GTSpotterStepTest class 	instanceVariableNames: ''"
GTSpotterStepsBreadcrumb,"GLMBrick subclass: #GTSpotterStepsBreadcrumb 	instanceVariableNames: 'spotterModel items band animation' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-UI'","GTSpotterStepsBreadcrumb class 	instanceVariableNames: ''"
GTSpotterStreamMock,"Object subclass: #GTSpotterStreamMock 	instanceVariableNames: 'objects' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter'","GTSpotterStreamMock class 	instanceVariableNames: ''"
GTSpotterTest,"TestCase subclass: #GTSpotterTest 	instanceVariableNames: 'spotter' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Scripting'","GTSpotterTest class 	instanceVariableNames: ''"
GTSpotterTriangleRenderer,"GLMBrickRenderer subclass: #GTSpotterTriangleRenderer 	instanceVariableNames: 'orientation border borderColor' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Renderer'","GTSpotterTriangleRenderer class 	instanceVariableNames: ''"
GTSpotterUIThreadStream,"Object subclass: #GTSpotterUIThreadStream 	instanceVariableNames: 'onAddedSelector onRemoveSelector receiver timestamp' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Utils'","GTSpotterUIThreadStream class 	instanceVariableNames: ''"
GTSpotterWidgetDarkThemer,"GTSpotterWidgetThemer subclass: #GTSpotterWidgetDarkThemer 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Theme'","GTSpotterWidgetDarkThemer class 	instanceVariableNames: ''"
GTSpotterWidgetThemer,"GLMBrickThemerModule subclass: #GTSpotterWidgetThemer 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Theme'","GTSpotterWidgetThemer class 	instanceVariableNames: ''"
GTStepToBytecodeDebugAction,"DebugAction subclass: #GTStepToBytecodeDebugAction 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-BytecodeDebugger-Actions'","GTStepToBytecodeDebugAction class 	instanceVariableNames: ''"
GTStonPacking,"GTEventPacking subclass: #GTStonPacking 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-EventRecorder-Support'","GTStonPacking class 	instanceVariableNames: ''"
GTStonPackingTest,"GTEventPackingTest subclass: #GTStonPackingTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-EventRecorder-Tests-Support'","GTStonPackingTest class 	instanceVariableNames: ''"
GTStringFilter,"GTFilter subclass: #GTStringFilter 	instanceVariableNames: 'caseSensitive query' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Filters'","GTStringFilter class 	instanceVariableNames: ''"
GTTemporaryPreDebugChangeDebuggerAction,"DebugAction subclass: #GTTemporaryPreDebugChangeDebuggerAction 	instanceVariableNames: 'preDebugWindow' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Debugger-Actions'","GTTemporaryPreDebugChangeDebuggerAction class 	instanceVariableNames: ''"
GTUnorderedFilter,"GTStringFilter subclass: #GTUnorderedFilter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Filters'","GTUnorderedFilter class 	instanceVariableNames: ''"
GTUnprintableObjectTest,"GLMMorphicTest subclass: #GTUnprintableObjectTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Inspector'","GTUnprintableObjectTest class 	instanceVariableNames: ''"
GTUrlProvider,"Object subclass: #GTUrlProvider 	instanceVariableNames: 'urlProvider' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTUrlProvider class 	instanceVariableNames: 'urlProvider'"
GTWhereIsDebugAction,"WhereIsDebugAction subclass: #GTWhereIsDebugAction 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Debugger-Actions'","GTWhereIsDebugAction class 	instanceVariableNames: ''"
GZipConstants,"SharedPool subclass: #GZipConstants 	instanceVariableNames: '' 	classVariableNames: 'GZipAsciiFlag GZipCommentFlag GZipContinueFlag GZipDeflated GZipEncryptFlag GZipExtraField GZipMagic GZipNameFlag GZipReservedFlags' 	poolDictionaries: '' 	category: 'Compression-Streams'","GZipConstants class 	instanceVariableNames: ''"
GZipReadStream,"FastInflateStream subclass: #GZipReadStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: 'GZipConstants' 	category: 'Compression-Streams'","GZipReadStream class 	instanceVariableNames: ''"
GZipReadStreamTest,"TestCase subclass: #GZipReadStreamTest 	instanceVariableNames: 'filesystem' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Tests-Streams'","GZipReadStreamTest class 	instanceVariableNames: ''"
GZipWriteStream,"ZipWriteStream subclass: #GZipWriteStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: 'GZipConstants' 	category: 'Compression-Streams'","GZipWriteStream class 	instanceVariableNames: ''"
GeneralScrollBar,"ScrollBar subclass: #GeneralScrollBar 	instanceVariableNames: 'showState' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Scrolling'","GeneralScrollBar class 	instanceVariableNames: ''"
GeneralScrollPane,"Morph subclass: #GeneralScrollPane 	instanceVariableNames: 'scroller hScrollbar vScrollbar' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Scrolling'","GeneralScrollPane class 	instanceVariableNames: ''"
Generator,"Stream subclass: #Generator 	instanceVariableNames: 'block next continue home' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Streams-Base'","Generator class 	instanceVariableNames: ''"
GeneratorTest,"TestCase subclass: #GeneratorTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Tests-Streams'","GeneratorTest class 	instanceVariableNames: ''"
GlamourPresentationModel,"GlamourPresentationPresenter subclass: #GlamourPresentationModel 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Deprecated70-Glamour'","GlamourPresentationModel class 	instanceVariableNames: ''"
GlamourPresentationPresenter,"ComposablePresenter subclass: #GlamourPresentationPresenter 	instanceVariableNames: 'presentation glmPres' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-SpecIntegration'","GlamourPresentationPresenter class 	instanceVariableNames: ''"
GlamourousBenchmark,"Object subclass: #GlamourousBenchmark 	instanceVariableNames: 'progressBarSize progress' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Tests-Core'","GlamourousBenchmark class 	instanceVariableNames: ''"
GlobalForTesting,"Object subclass: #GlobalForTesting 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Reflectivity-Tests'","GlobalForTesting class 	instanceVariableNames: ''"
GlobalIdentifier,"Object subclass: #GlobalIdentifier 	instanceVariableNames: 'persistenceStrategy persistedInformation' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification'","GlobalIdentifier class 	instanceVariableNames: 'uniqueInstance'"
GlobalIdentifierFuelPersistence,"GlobalIdentifierPersistence subclass: #GlobalIdentifierFuelPersistence 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification'","GlobalIdentifierFuelPersistence class 	instanceVariableNames: ''"
GlobalIdentifierFuelPersistenceTest,"GlobalIdentifierPersistenceTest subclass: #GlobalIdentifierFuelPersistenceTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification-Tests'","GlobalIdentifierFuelPersistenceTest class 	instanceVariableNames: ''"
GlobalIdentifierMerger,"Object subclass: #GlobalIdentifierMerger 	instanceVariableNames: 'existing stored' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification'","GlobalIdentifierMerger class 	instanceVariableNames: ''"
GlobalIdentifierMergerTest,"TestCase subclass: #GlobalIdentifierMergerTest 	instanceVariableNames: 'existing stored merger' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification-Tests'","GlobalIdentifierMergerTest class 	instanceVariableNames: ''"
GlobalIdentifierPersistence,"Object subclass: #GlobalIdentifierPersistence 	instanceVariableNames: 'preferences previousPersistence checker' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification'","GlobalIdentifierPersistence class 	instanceVariableNames: ''"
GlobalIdentifierPersistenceChecker,"Object subclass: #GlobalIdentifierPersistenceChecker 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification'","GlobalIdentifierPersistenceChecker class 	instanceVariableNames: ''"
GlobalIdentifierPersistenceMockChecker,"Object subclass: #GlobalIdentifierPersistenceMockChecker 	instanceVariableNames: 'answer' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification-Tests'","GlobalIdentifierPersistenceMockChecker class 	instanceVariableNames: ''"
GlobalIdentifierPersistenceTest,"TestCase subclass: #GlobalIdentifierPersistenceTest 	instanceVariableNames: 'preferences persistence checker' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification-Tests'","GlobalIdentifierPersistenceTest class 	instanceVariableNames: ''"
GlobalIdentifierStonPersistence,"GlobalIdentifierPersistence subclass: #GlobalIdentifierStonPersistence 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification'","GlobalIdentifierStonPersistence class 	instanceVariableNames: ''"
GlobalIdentifierStonPersistenceTest,"GlobalIdentifierPersistenceTest subclass: #GlobalIdentifierStonPersistenceTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification-Tests'","GlobalIdentifierStonPersistenceTest class 	instanceVariableNames: ''"
GlobalIdentifierTest,"TestCase subclass: #GlobalIdentifierTest 	instanceVariableNames: 'identifier preferences' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification-Tests'","GlobalIdentifierTest class 	instanceVariableNames: ''"
GlobalIdentifierWithDefaultConfiguration,"GlobalIdentifierTest subclass: #GlobalIdentifierWithDefaultConfiguration 	instanceVariableNames: 'oldPreferences' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification-Tests'","GlobalIdentifierWithDefaultConfiguration class 	instanceVariableNames: ''"
GlobalIdentifierWithFuel,"GlobalIdentifierTest subclass: #GlobalIdentifierWithFuel 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification-Tests'","GlobalIdentifierWithFuel class 	instanceVariableNames: ''"
GlobalIdentifierWithSton,"GlobalIdentifierTest subclass: #GlobalIdentifierWithSton 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Identification-Tests'","GlobalIdentifierWithSton class 	instanceVariableNames: ''"
GlobalVariable,"LiteralVariable subclass: #GlobalVariable 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Slot-Core-Variables'","GlobalVariable class 	instanceVariableNames: ''"
GlobalVariableTest,"TestCase subclass: #GlobalVariableTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Slot-Tests'","GlobalVariableTest class 	instanceVariableNames: ''"
GlyphForm,"Form subclass: #GlyphForm 	instanceVariableNames: 'advance linearAdvance' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FreeType-Fonts'","GlyphForm class 	instanceVariableNames: ''"
GlyphRenderer,"Object subclass: #GlyphRenderer 	instanceVariableNames: 'font' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Athens-Text'","GlyphRenderer class 	instanceVariableNames: ''"
Gofer,"Object subclass: #Gofer 	instanceVariableNames: 'references repositories errorBlock packageCacheRepository resolvedReferencesCache' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Base'","Gofer class 	instanceVariableNames: ''"
GoferApiTest,"GoferTest subclass: #GoferApiTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Tests-Tests'","GoferApiTest class 	instanceVariableNames: ''"
GoferBrowseLocalChanges,"GoferLocalChanges subclass: #GoferBrowseLocalChanges 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-UI'","GoferBrowseLocalChanges class 	instanceVariableNames: ''"
GoferBrowseRemoteChanges,"GoferRemoteChanges subclass: #GoferBrowseRemoteChanges 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-UI'","GoferBrowseRemoteChanges class 	instanceVariableNames: ''"
GoferChanges,"GoferWorking subclass: #GoferChanges 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferChanges class 	instanceVariableNames: ''"
GoferCleanup,"GoferWorking subclass: #GoferCleanup 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferCleanup class 	instanceVariableNames: ''"
GoferCommit,"GoferWorking subclass: #GoferCommit 	instanceVariableNames: 'message' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferCommit class 	instanceVariableNames: ''"
GoferConfigurationReference,"GoferPackageReference subclass: #GoferConfigurationReference 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-References'","GoferConfigurationReference class 	instanceVariableNames: ''"
GoferConstraintReference,"GoferPackageReference subclass: #GoferConstraintReference 	instanceVariableNames: 'constraintBlock' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-References'","GoferConstraintReference class 	instanceVariableNames: ''"
GoferFetch,"GoferSynchronize subclass: #GoferFetch 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferFetch class 	instanceVariableNames: ''"
GoferLoad,"GoferOperation subclass: #GoferLoad 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferLoad class 	instanceVariableNames: ''"
GoferLocalChanges,"GoferChanges subclass: #GoferLocalChanges 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferLocalChanges class 	instanceVariableNames: ''"
GoferMerge,"GoferUpdate subclass: #GoferMerge 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferMerge class 	instanceVariableNames: ''"
GoferMetacelloLoad,"GoferLoad subclass: #GoferMetacelloLoad 	instanceVariableNames: 'version' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferMetacelloLoad class 	instanceVariableNames: ''"
GoferOperation,"Object subclass: #GoferOperation 	instanceVariableNames: 'gofer model' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferOperation class 	instanceVariableNames: ''"
GoferOperationTest,"GoferTest subclass: #GoferOperationTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Tests-Tests'","GoferOperationTest class 	instanceVariableNames: ''"
GoferPackageReference,"GoferReference subclass: #GoferPackageReference 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-References'","GoferPackageReference class 	instanceVariableNames: ''"
GoferPush,"GoferSynchronize subclass: #GoferPush 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferPush class 	instanceVariableNames: ''"
GoferRecompile,"GoferWorking subclass: #GoferRecompile 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferRecompile class 	instanceVariableNames: ''"
GoferReference,"Object subclass: #GoferReference 	instanceVariableNames: 'name' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-References'","GoferReference class 	instanceVariableNames: ''"
GoferReferenceTest,"GoferTest subclass: #GoferReferenceTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Tests-Tests'","GoferReferenceTest class 	instanceVariableNames: ''"
GoferReinitialize,"GoferWorking subclass: #GoferReinitialize 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferReinitialize class 	instanceVariableNames: ''"
GoferRemoteChanges,"GoferChanges subclass: #GoferRemoteChanges 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferRemoteChanges class 	instanceVariableNames: ''"
GoferRepositoryError,"Error subclass: #GoferRepositoryError 	instanceVariableNames: 'repository' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Exceptions'","GoferRepositoryError class 	instanceVariableNames: ''"
GoferResolvedReference,"GoferVersionReference subclass: #GoferResolvedReference 	instanceVariableNames: 'repository' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-References'","GoferResolvedReference class 	instanceVariableNames: ''"
GoferResource,"TestResource subclass: #GoferResource 	instanceVariableNames: 'versionReferences monticelloRepository' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Tests-Resources'","GoferResource class 	instanceVariableNames: ''"
GoferRevert,"GoferUpdate subclass: #GoferRevert 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferRevert class 	instanceVariableNames: ''"
GoferSynchronize,"GoferOperation subclass: #GoferSynchronize 	instanceVariableNames: 'cacheReferences' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferSynchronize class 	instanceVariableNames: ''"
GoferTest,"TestCase subclass: #GoferTest 	instanceVariableNames: 'gofer' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Tests-Tests'","GoferTest class 	instanceVariableNames: ''"
GoferUnload,"GoferWorking subclass: #GoferUnload 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferUnload class 	instanceVariableNames: ''"
GoferUpdate,"GoferWorking subclass: #GoferUpdate 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferUpdate class 	instanceVariableNames: ''"
GoferVersionReference,"GoferReference subclass: #GoferVersionReference 	instanceVariableNames: 'package author branch versionNumber' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-References'","GoferVersionReference class 	instanceVariableNames: ''"
GoferWorking,"GoferOperation subclass: #GoferWorking 	instanceVariableNames: 'workingCopies' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core-Operations'","GoferWorking class 	instanceVariableNames: ''"
GradientFillStyle,"OrientedFillStyle subclass: #GradientFillStyle 	instanceVariableNames: 'colorRamp pixelRamp radial isTranslucent' 	classVariableNames: 'PixelRampCache' 	poolDictionaries: '' 	category: 'Balloon-Fills'","GradientFillStyle class 	instanceVariableNames: ''"
GradientPaint,"AthensAbstractPaint subclass: #GradientPaint 	instanceVariableNames: 'stops colorRamp' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Athens-Core-Paints'","GradientPaint class 	instanceVariableNames: ''"
GrafPort,"BitBlt subclass: #GrafPort 	instanceVariableNames: 'alpha fillPattern lastFont lastFontForegroundColor lastFontBackgroundColor' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Primitives-BitBlt'","GrafPort class 	instanceVariableNames: ''"
GraphicFontSettings,"Model subclass: #GraphicFontSettings 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Settings-Graphics'","GraphicFontSettings class 	instanceVariableNames: ''"
GreekEnvironment,"LanguageEnvironment subclass: #GreekEnvironment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-OtherLanguages-Environments'","GreekEnvironment class 	instanceVariableNames: ''"
GroupWindowMorph,"Morph subclass: #GroupWindowMorph 	uses: TEasilyThemed 	instanceVariableNames: 'tabGroup' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Windows-Widgets'","GroupWindowMorph class 	uses: TEasilyThemed classTrait 	instanceVariableNames: ''"
GroupboxMorph,"MorphicModel subclass: #GroupboxMorph 	instanceVariableNames: 'contentMorph labelMorph getContentSelector' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","GroupboxMorph class 	instanceVariableNames: ''"
GrowlMorph,"TextMorph subclass: #GrowlMorph 	instanceVariableNames: 'dismissHandle vanishTime alpha actionBlock vanishDelay attr labelAttr contentsAttr labelColor contentsColor' 	classVariableNames: 'DefaultBackgroundColor Position Type' 	poolDictionaries: '' 	category: 'Growl-Base'","GrowlMorph class 	instanceVariableNames: ''"
GuideTest,"SingleTreeTest subclass: #GuideTest 	instanceVariableNames: 'guide visited' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Tests-Core-Guide'","GuideTest class 	instanceVariableNames: ''"
HColorSelectorMorph,"BracketSliderMorph subclass: #HColorSelectorMorph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-ColorPicker'","HColorSelectorMorph class 	instanceVariableNames: ''"
HDChangeReport,"HDReport subclass: #HDChangeReport 	instanceVariableNames: 'gofer' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'JenkinsTools-ExtraReports'","HDChangeReport class 	instanceVariableNames: ''"
HDCoverageReport,"HDTestReport subclass: #HDCoverageReport 	instanceVariableNames: 'packages wrappers covered' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'JenkinsTools-ExtraReports'","HDCoverageReport class 	instanceVariableNames: ''"
HDLintReport,"HDReport subclass: #HDLintReport 	instanceVariableNames: 'environment rules' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'JenkinsTools-ExtraReports'","HDLintReport class 	instanceVariableNames: ''"
HDReport,"Object subclass: #HDReport 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'JenkinsTools-Core'","HDReport class 	instanceVariableNames: ''"
HDTestCoverage,"ProtoObject subclass: #HDTestCoverage 	instanceVariableNames: 'hasRun reference method' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'JenkinsTools-ExtraReports'","HDTestCoverage class 	instanceVariableNames: ''"
HDTestReport,"HDReport subclass: #HDTestReport 	instanceVariableNames: 'suite stream suitePosition suiteTime suiteFailures suiteErrors progressFile nodeName stageName' 	classVariableNames: 'CurrentStageName' 	poolDictionaries: '' 	category: 'JenkinsTools-Core'","HDTestReport class 	instanceVariableNames: ''"
HEAbstractExported,"Object subclass: #HEAbstractExported 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Hermes-Model'","HEAbstractExported class 	instanceVariableNames: ''"
HEAdditionalMethodState,"HEExportedLiteral subclass: #HEAdditionalMethodState 	instanceVariableNames: 'method selector' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Hermes-Model'","HEAdditionalMethodState class 	instanceVariableNames: ''"
HEArray,"HEExportedLiteral subclass: #HEArray 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Hermes-Model'","HEArray class 	instanceVariableNames: ''"
HEAssociation,"HEExportedLiteral subclass: #HEAssociation 	instanceVariableNames: 'key' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Hermes-Model'","HEAssociation class 	instanceVariableNames: ''"
